Title,Price,Link
"Lenovo Yoga Slim 7 16IAH7 16"" 120Hz 2.5K Touch i7-12700H + Arc A370M 16GB 512GB",$425.00,https://www.ebay.com/itm/276802001912?_skw=laptop&epid=12058521707&itmmeta=01JGW60CA90PRGMGTB0CPZZ1A9&hash=item4072af5bf8:g:REoAAOSwQJFndyYA&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKlM2ItU1ZHgRDPD8xKV14zjsD8EeS3UgdOTcQqUNkVPtFf9YXpBrhKXyZMyVMigSS7LEf7M4H0%2BIlxsrYdx4Nj6EF8wyczaD6fdrgd7TLVROCdFg1tTo4qrzRYMp3pWhgKdPC02ZPi%2BHkWq8wW1enONqGeM0BcsfjBhNoCPdHZ6gglxjsh084%2BIg%2FmryTq%2FIm8rONHCDHR7kYxgEIU33jDWoh%2BBkuJmRiHOZRUSfIipBQ%3D%3D%7Ctkp%3ABk9SR5zFgYaHZQ
SUPER FAST WINDOWS 11 CHEAP LAPTOP INTEL CORE I5 4/8/16GB RAM 1TB HDD SSD WEBCAM,$155.28 to $273.29,https://www.ebay.com/itm/225764374306?_skw=laptop&itmmeta=01JGW60CA9EY4CSZB20906ZKF2&hash=item34909af722:g:rNIAAOSwY09k-0X8&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKkGMkVnZXxUWJPglnSSFl9AcQMq5i8WQIdp7MByimOLtqLYkwc0XrMjlPWLCmVbc2Gb0c2AANA1fYTaFQPJYsDSuz2rhFstvzHv3Fy9k4o%2Bo1iwWrtQ%2FlIZdaYhmi2MViH8Z5wT2rYwlB7xVKuMeKJ17C4tysDXgxCf%2BgMBqGDV%2BgCoHry6k3rx3iXqfcT5qPKNLr7w4Rkrifw5bHVOiZRVqrj0srHzHTVlMosdSx8kG8EtBaeA%2F1zIwlO1MDg92xA9vatGkC2EP8FUZSn75CuC%7Ctkp%3ABk9SR5zFgYaHZQ
"Lenovo Laptop PC Computer 11.6"" Intel Celeron Windows 10 4GB RAM 64GB SSD WiFi",$85.51,https://www.ebay.com/itm/263591761893?_skw=laptop&itmmeta=01JGW60CA9Q4APM91N25R5KXK3&hash=item3d5f4b17e5:g:278AAOSw8UBnWTGB&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKmJ2MlMkvbPtf1uTASEdmxPTmZPgxXB1UCSFGh4NqopW13x1IomeOX%2FcIOeel%2FqhMhG5BKSZZ975hfn0Rlkbzrr4Rsjn5UG9uBNso9HXm3%2FTxorKj8RT8agsYe7x4E2OFRA8s3MpjmKBAJaFwZKfB%2FrAjURiWqdpqrpBWfgdEKe2%2FHY0IcPq0X7drbWa8mp7uD%2BwD%2B2hu2qgrfh6ZfmYMRrOMBLu4HncRjhnDi3Z1GLhPq4OyLAXkbRsXrNvNp%2FXOSDP%2FhdxOUDeN%2Bb6iPftv5x%7Ctkp%3ABFBMnMWBhodl
"HP EliteBook Laptop PC Computer 14"" Windows 10 Core i5 8GB RAM 256GB SSD WiFi",$153.37,https://www.ebay.com/itm/264290279789?_skw=laptop&itmmeta=01JGW60CA9SJPABTZ3SYSNW7VC&hash=item3d88eda16d:g:yYIAAOSwNmJndImH&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKm%2BbPUIp3SKgL9goJtz5o20%2FTa3NuxCC7Ytuw%2FnVu1N5BDJIemvTYsvCDT8xcY8bMs2ejqRSkR5a607JoonDRtW%2BkPrGkamcjstZD%2Fsu7eLbrV0sgsbYpOjd5sIuFUkmVJjEHGhpoBHzqM78EFw20n1UiwHqSTF1vZ0c71EGhLzIsiFfUGF%2B8UpBHUUyRWkEQVlqUg4fXv0nJoEAtU9nfHTeeE0%2FwUl3DxPNbljtcK%2FIShxR%2BlXpkWXoIBQsUciv8zp%2BaxWhCB4t1ULfys33GhW%7Ctkp%3ABFBMnMWBhodl
"HP Laptop 14"" HD Intel Core i3-1115G4 8GB 256GB PCIe SSD HD Cam Win 11 S Silver",$194.37,https://www.ebay.com/itm/116250218529?_skw=laptop&itmmeta=01JGW60CA99YMA65ER438P2K8D&hash=item1b110d9021:g:Cv4AAOSw8rZl-2vL&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKnOOFetU85xlw3R5df7dBOOYxe6O97oigL%2FVEVSXmoblV2Zof7eUDkoSpXXqlkL2anVAF%2FT4rRk8RGqZD6U9U%2BWBiVjP9jO0JYKNBwAYCZX65uI%2FppqgJyNjHJQEvrmSoeArmtRxyz1eI3CipIOGDidaoi3cN2OdAk0ZtYms323kInMhG9dpnFeCsK2M7IKZI86MdFzVWoKhKLGF19FL6fGCXl84s9ZHHU%2BG7mn%2BUFv%2BRa9d7PV6kJvgnprrPwk6Abt%2BLxhgcIhcqjE0FK01pVC%7Ctkp%3ABFBMnMWBhodl
Dell Latitude Laptop Light Gaming PC Core i7 16GB RAM 512GB SSD Windows 11 Pro,$299.99,https://www.ebay.com/itm/264714553889?_skw=laptop&itmmeta=01JGW60CA9HRK5R2ERC989VTDF&hash=item3da2378a21:g:4fYAAOSwmiFnc03c&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKl%2FQy5UwoYKS9IkCV2XoappqowgI5bZZEkPucc0HoqY5v9f7XFmEvUyjon%2Fnix82nRVG%2Bv3iaqMPdZF2JKsdytreKDuHqtGxBpEwAazw%2Bt93RXrhqGNpH%2F%2Bc%2B%2Fgf%2FxR6VWP35WGAMn%2BvZ30yyGCGPdIFw39NKIf5hiwaODp0Sy0NCFOwQPZnSPL9EqI4LtFfpETPa3U4e5g9GBurgAnFl7r4or%2BvMEJIrbfyYFMMWV%2B8T8DEl1bbMMJxwzaMqVnS2gjolInMRZ%2Ba8sdNnKAgD0S%7Ctkp%3ABFBMnMWBhodl
"2024 Lenovo IdeaPad Laptop Notebook 15.6"" Intel Processor Upto 20GB RAM 1TB SSD",$229.00 to $339.00,https://www.ebay.com/itm/126716305927?_skw=laptop&itmmeta=01JGW60CA9V7DSS07VZ48D3AA4&hash=item1d80e16207:g:2YQAAOSwoqxnCBl4&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKn6v5sr%2BkkA93U8Wpqd0I9suSZ6w5vuyJhQy%2B7wLxVl8hJhD92uWjbl7y6%2F32TMsdzrahmZ51abPLpdqh9pbi020o%2FsgxRTs8uVumJ3jycmmkh293VEeZ4sA0RrKGEWEANKn%2FawEe8kmm0qukx1V5l2dElcdVujN7wszDqJekvAKeKxNfz8TPxQo%2Ba3VrGgY1rGYQ4YKoIfrI5kH%2F1xA4dzxy4q0jCBNuAlnwOe3tiDlRb%2BdWxArNkWGlZqnxprSIWvIwZRGzdLZ1MwdAvuV%2FAI%7Ctkp%3ABk9SR5zFgYaHZQ
"2024 HP Laptop 15.6"" 10-Core Intel i7,Upto 64GB RAM 2TB SSD, Backlit KB, W11 Pro",$599.00 to $839.00,https://www.ebay.com/itm/116362974438?_skw=laptop&itmmeta=01JGW60CA99JKNKCFBFR1KEZHQ&hash=item1b17c614e6:g:ewIAAOSwACxnErid&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKnRLeP%2FOWXL69ShrWhoYsJxuuEejQJ%2BDMW316EvQsKetSaoZQ6DHeBPrdX7daalKucuINiy88ndD5sXIjcKz14rKbn04MJD44siDsyxjbS8j9gRDAuU6KcXHf%2BCW%2F%2BofalIpJa1gx2pOGvjWskzMKPzpSbJZEW5m3JC3%2FdON0ymBVtgu7MH14SzeFdXyEtFTxmafqretia3Px6JCBiIxnwLPXMxmPdxo%2BM4og%2FimxqiRG7tzoaTxI4EUqxU0y95Glfa8NBjwCCb2USlssaRw7EN%7Ctkp%3ABk9SR5zFgYaHZQ
Lenovo 100W Gen 3 Laptop – Open BOX – Model 82HY – WIN 11,$99.00,https://www.ebay.com/itm/326349465754?_skw=laptop&itmmeta=01JGW60CA9544K04QH60R6W1C2&hash=item4bfbf1a89a:g:i74AAOSwFJtnQiPA&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKl3sqhr9LpyHQa%2FMK6l6zwItzrKSMN6UJycXlabe0v5qLlIS2bGauP0IKfgs58GuZsNJcL3s6IQ7mlYwX1NcWTiLuufo9MUb3sgWboF4BFkernEa%2BaY5veLuRSm8B%2BDgX%2FDofyXAg0nKqI%2BIurWnFuHJWNX5x12V9J%2FeUQbPyjQ4ctOq3ykT6lH6ObykgJSZY9h7ra2uIEvg8LyI3Qa%2BgwP3zVXMY5Mz472RSSAgk8IPPMNpmtwWwj9MEvhuKWXZIS7%2FuO5pCtTbR5mSt01nvZf%7Ctkp%3ABk9SR5zFgYaHZQ
"2024 HP Laptop Computer 14"" HD Quad-Core Intel Pentium Upto 32GB RAM & 1TB SSD",$249.00 to $419.00,https://www.ebay.com/itm/145920820468?_skw=laptop&itmmeta=01JGW60CA9BBE0535S6MZQMHHD&hash=item21f98f04f4:g:kokAAOSwEwNmqVeq&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKmeaH3OD0j30hG7UqOZJWES9JG8x%2FzI2dDWRP9qEtnIsIB4RzEWJG89MPAo7UK8Kpp9qkvYIZcTOAo2tD8tCl%2BTtPWJOUPaashPg9TgaGxmsv0YAWC%2BA6PhL40pFluJj9zuOFO6xPR5XH%2BbQCwKBIQyJQryz7wxyIosCDvmpBJqqqqwAAFB7ZuJ%2FoRw%2F9r%2BUNXa7CiC%2FGl5gnbIGJOVCZAHGP8DSWi2419tqgZ5zqd7TxqtZvBfJIeWsq2n5wn9UPTT3ne1yHnvN8w06f%2BJerNX%7Ctkp%3ABk9SR5zFgYaHZQ
Lenovo ThinkPad X1 Carbon Gen 6 Laptop 14” Core i7 16GB RAM 512GB SSD Windows 11,$299.99,https://www.ebay.com/itm/256752971411?_skw=laptop&itmmeta=01JGW60CA9AS312ZD0R0AHKMYP&hash=item3bc7ab6e93:g:9ZQAAOSwrHZnYF4w&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKl5Lgza%2Bosoy7qZ3r6yE0E9bdQPREswTBlD6A%2F3JaYKL33cf6i1bNhph4kz0j2dpEMe6JFlClqXBGVgpuKBocsDBbQLpS14cuMf0yBFiWGDUnnWyj4tI2xlhXXhYyNC%2BW3rFNwrL5aqfKJbi8rf7DQk92dQHvAoakZoLS0VeDdBCwkG%2B09qKfM5SVHplDnOZhq3uAAb4WAV37KXuDEFNA8sVLv9LUbDRj9eFlR9LST46w%3D%3D%7Ctkp%3ABk9SR5zFgYaHZQ
2024 HP Laptop Computer 14 4-Core Intel Processor 16GB RAM Office 365 AI-Copilot,$258.80,https://www.ebay.com/itm/116345882068?_skw=laptop&itmmeta=01JGW60CA9SGH2B1TM2J6AV0MB&hash=item1b16c145d4:g:06sAAOSwy7hm~sau&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKlQh8VgTWLPDiXukjNkp5VocdqPtKuN7afdGBqioytipHYozBjAN%2Fyj7s4GFGvtIOOdi0fngslBZmoZSfW7T3yC1Pfs8p9rNHyLfbatgU51sCjU1o60KqvnNeEFzpo0OzvFX7wgn6pXWY6yx0phWoaIs%2BbXtPwLKxwnlpZbUDeyemxgC6O7dvQHeZR%2BcrRV2RsxrbP6xQqtQl%2BwqBjNH5l7OeBFj4tx12yxjxNQlzQhDg%3D%3D%7Ctkp%3ABk9SR5zFgYaHZQ
"Lenovo LOQ 15.6"" FHD 144Hz Gaming Laptop i5-12450HX 12GB RAM 512GB SSD RTX 3050",$599.99,https://www.ebay.com/itm/126480962681?_skw=laptop&itmmeta=01JGW60CA99JZ15YKYYAR6Q9W7&hash=item1d72da5479:g:KeEAAOSw~gFmQyw7&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKmMQ9qCShEWAwuxc8gjS%2Fd0HqaVn9Xzgfruabn%2B6jRmF%2Fl6ZgPTQ1v8Ms5wVD5Iyi2Dfp1%2BOocfXL8WagoeC%2BSBGV6gQqnX94Uy2eB51JtGDpgd6yQ%2FsP%2B4vtY9QvKUERFulAess%2BID3xhWqO4vgin%2BWGagstF8sPb6icQKRzvDVRTG7--Rbvw4IZxYdRsh7pBzBzSk6bAL5Ls9V8eILNh%2FiXygfLi0ACA4mJZ6wHKV3c%2Fzr6mDFxeazXnp0n%2BUVxLV5a0ZA7%2Bj%2BvdtRAwYujWq%7Ctkp%3ABk9SR5zFgYaHZQ
"HP 17.3"" FHD Notebook AMD Ryzen 5 7430U 8GB RAM 256GB SSD Natural Silver",$339.99,https://www.ebay.com/itm/295907273733?_skw=laptop&itmmeta=01JGW60CA9S10CSNSGE8BV7CCX&hash=item44e572ac05:g:7mYAAOSwBjxnM~G0&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKltEUC%2FpV3kLL4L3ykivQVKjMy%2BoiEL8XTguJLXv%2BrAhNMY5Ktt8CgZon3GTtWAr4Sp%2FAhCfJVXLK%2Bp8ban3ZeVaE0f04frRt7fMf579nhfPpukCYxBkOQ2kx7%2BR%2FjmmYvRMH5diHvkDBvqiK99oq6xpuH9yvBF5yiC4PIY5POujrp1eR7R9obArPYom8OUtHDyL3yJvh--4D3RSTGy39CpDX1JQweNxuBRB99BzmvlkA%3D%3D%7Ctkp%3ABk9SR5zFgYaHZQ
2024 HP Laptop Computer 15.6 FHD 10-Core Intel i5 Up to 64GB RAM 2TB SSD Win Pro,$409.00 to $649.00,https://www.ebay.com/itm/116361722744?_skw=laptop&itmmeta=01JGW60CA9EKBGMJ895WHAMEXR&hash=item1b17b2fb78:g:UywAAOSwTT9nEU6B&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKnTj%2FewyaZ5cVS2SWepTgeI6yj493NPrqHJkhYkYIz5p0Ia5BpmXbPCwi8VRPOLQyUNCc4Ko9e4Ur6E2jzzlB1GTsrGV3bECc6AF%2BX0SNMD13IiPWgT%2B333xVPtYgwZSZNJhKBY%2BtT8Vq%2BFpVyUhpfXMgZKydTdIe%2BJo%2FcsXFdDmPxubbNyGagx%2FnQ%2FCya0C2knQIYZWA6F82EAkB3lxoujuPNhcCkXj2i6NOvyGMCSEwRZ36yGFy%2B4LG6WNE%2BGSGH7MnKWZQWsO9aNSnFgP9Lm%7Ctkp%3ABk9SR57FgYaHZQ
Dell Inspiron 15.6 Touchscreen Laptop Ryzen 7 7730U 16GB 512GB SSD i3535-A813BLK,$319.00,https://www.ebay.com/itm/196487289019?_skw=laptop&itmmeta=01JGW60CA9F2F3SWNE3GK8AHE8&hash=item2dbf8e18bb:g:69MAAOSwD0pmiZ8d&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKl4y7Pl6d3AwU8zG5Md9b8bP5D6PA5vGWC%2FjYzp7a2GuK0elG25KJR9n697wWz4sPe7DSJIInSDc8aG6eelinjhahyN%2BGKkbvcvewSPT82B4z%2B9mSzGV7Spfbw3yNwg0eKJi2RSphaR2uWBJ1UUTsq3ezi1FpJAgG9Lqs%2B0SCpjrLZ3ZTT%2FjHnTqZI1VLaxeuQLhjb5Q%2B4trb7cEMn2YuGSDz%2FRgyPdQ8ehwusrLuHF3g%3D%3D%7Ctkp%3ABk9SR57FgYaHZQ
2024 Dell Laptop Inspiron 15.6 Touch Intel i5-1235U 32GB RAM 1TB SSD Win 11 PRO,$559.00,https://www.ebay.com/itm/126744459417?_skw=laptop&itmmeta=01JGW60CA9GY5E4YGHBYJ8YJZ8&hash=item1d828ef899:g:JvgAAOSw5jZnG-Gd&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKm73GI1rMjWvN55dyIMP8nYZDvp5d8eeti2W9Sn4JkH78AOxMM4cXo7N1cbrRt9HIy66xXEds3dZtcS08a%2FoD%2B28tWfc8vMpZ1mSAbXED5LHooPwFP3dlMKgckjije9nN6o6aIsjIBkc9J4nrLIs0IfVULAf7SkGFG2jOSPHb%2FbpHjOGkXTqx0bVPPxGLWElQ9Rl3Xg%2BeJ7E2tEjK6CPGy70l5DxxawMF23VYZT2akxbA%3D%3D%7Ctkp%3ABk9SR57FgYaHZQ
